1, the, 523, 0.057021
2, you, 244, 0.026603
3, and, 215, 0.023441
4, with, 127, 0.013846
5, that, 110, 0.011993
6, was, 100, 0.010903
7, her, 96, 0.010467
8, she, 95, 0.010358
9, for, 92, 0.010031
10, Project, 84, 0.009158
11, Gutenberg, 84, 0.009158
12, Eustace, 82, 0.00894
13, his, 82, 0.00894
14, this, 76, 0.008286
15, not, 68, 0.007414
16, have, 60, 0.006542
17, your, 53, 0.005778
18, The, 52, 0.005669
19, said, 51, 0.00556
20, all, 51, 0.00556
21, had, 50, 0.005451
22, him, 47, 0.005124
23, You, 46, 0.005015
24, work, 46, 0.005015
25, But, 45, 0.004906
26, are, 44, 0.004797
27, from, 44, 0.004797
28, any, 43, 0.004688
29, can, 38, 0.004143
30, Clarence, 38, 0.004143
31, but, 34, 0.003707
32, what, 32, 0.003489
33, works, 32, 0.003489
34, about, 31, 0.00338
35, She, 30, 0.003271
36, will, 29, 0.003162
37, And, 29, 0.003162
38, Gertrude, 28, 0.003053
39, other, 27, 0.002944
40, one, 27, 0.002944
41, Martha, 27, 0.002944
42, they, 27, 0.002944
43, electronic, 27, 0.002944
44, them, 26, 0.002835
45, would, 25, 0.002726
46, see, 24, 0.002617
47, out, 24, 0.002617
48, Foundation, 24, 0.002617
49, may, 23, 0.002508
50, away, 22, 0.002399
51, hen, 22, 0.002399
52, know, 22, 0.002399
53, only, 21, 0.00229
54, there, 21, 0.00229
55, which, 21, 0.00229
56, terms, 20, 0.002181
57, such, 20, 0.002181
58, who, 20, 0.002181
59, could, 20, 0.002181
60, What, 20, 0.002181
61, just, 19, 0.002072
62, must, 19, 0.002072
63, copyright, 19, 0.002072
64, more, 18, 0.001962
65, eggs, 18, 0.001962
66, never, 18, 0.001962
67, don, 18, 0.001962
68, old, 18, 0.001962
69, make, 18, 0.001962
70, Yes, 18, 0.001962
71, come, 18, 0.001962
72, has, 18, 0.001962
73, barnyard, 18, 0.001962
74, very, 17, 0.001853
75, over, 17, 0.001853
76, rooster, 17, 0.001853
77, did, 17, 0.001853
78, like, 17, 0.001853
79, were, 17, 0.001853
80, then, 17, 0.001853
81, agreement, 17, 0.001853
82, been, 16, 0.001744
83, here, 16, 0.001744
84, now, 16, 0.001744
85, things, 16, 0.001744
86, United, 15, 0.001635
87, States, 15, 0.001635
88, husband, 15, 0.001635
89, our, 15, 0.001635
90, when, 15, 0.001635
91, where, 14, 0.001526
92, wife, 14, 0.001526
93, way, 14, 0.001526
94, into, 14, 0.001526
95, Then, 14, 0.001526
96, little, 14, 0.001526
97, Why, 14, 0.001526
98, use, 13, 0.001417
99, down, 13, 0.001417
100, day, 13, 0.001417
101, home, 13, 0.001417
102, how, 13, 0.001417
103, set, 13, 0.001417
104, thing, 13, 0.001417
105, How, 13, 0.001417
106, off, 13, 0.001417
107, after, 13, 0.001417
108, without, 13, 0.001417
109, full, 13, 0.001417
110, trademark, 13, 0.001417
111, Literary, 13, 0.001417
112, Archive, 13, 0.001417
113, most, 12, 0.001308
114, copy, 12, 0.001308
115, under, 12, 0.001308
116, should, 12, 0.001308
117, time, 12, 0.001308
118, feathers, 12, 0.001308
119, shall, 12, 0.001308
120, donations, 12, 0.001308
121, nest, 11, 0.001199
122, look, 11, 0.001199
123, think, 11, 0.001199
124, cried, 11, 0.001199
125, Well, 11, 0.001199
126, too, 11, 0.001199
127, They, 11, 0.001199
128, bird, 11, 0.001199
129, mind, 11, 0.001199
130, head, 11, 0.001199
131, going, 11, 0.001199
132, looked, 11, 0.001199
133, say, 11, 0.001199
134, License, 10, 0.00109
135, www, 10, 0.00109
136, laws, 10, 0.00109
137, well, 10, 0.00109
138, dear, 10, 0.00109
139, some, 10, 0.00109
140, let, 10, 0.00109
141, than, 10, 0.00109
142, thought, 10, 0.00109
143, continued, 10, 0.00109
144, their, 10, 0.00109
145, talk, 10, 0.00109
146, access, 10, 0.00109
147, paragraph, 10, 0.00109
148, gutenberg, 9, 0.000981
149, org, 9, 0.000981
150, There, 9, 0.000981
151, sit, 9, 0.000981
152, take, 9, 0.000981
153, its, 9, 0.000981
154, while, 9, 0.000981
155, good, 9, 0.000981
156, himself, 9, 0.000981
157, went, 9, 0.000981
158, upon, 9, 0.000981
159, eyes, 9, 0.000981
160, help, 9, 0.000981
161, right, 9, 0.000981
162, Monster, 9, 0.000981
163, forth, 9, 0.000981
164, This, 8, 0.000872
165, give, 8, 0.000872
166, before, 8, 0.000872
167, female, 8, 0.000872
168, tell, 8, 0.000872
169, replied, 8, 0.000872
170, white, 8, 0.000872
171, even, 8, 0.000872
172, tried, 8, 0.000872
173, within, 8, 0.000872
174, young, 8, 0.000872
175, neck, 8, 0.000872
176, great, 8, 0.000872
177, exclaimed, 8, 0.000872
178, found, 8, 0.000872
179, hear, 8, 0.000872
180, mean, 8, 0.000872
181, started, 8, 0.000872
182, moment, 8, 0.000872
183, egg, 8, 0.000872
184, get, 8, 0.000872
185, free, 8, 0.000872
186, last, 8, 0.000872
187, Phyllis, 8, 0.000872
188, including, 8, 0.000872
189, fee, 8, 0.000872
190, refund, 8, 0.000872
191, anyone, 7, 0.000763
192, located, 7, 0.000763
193, drake, 7, 0.000763
194, laid, 7, 0.000763
195, those, 7, 0.000763
196, That, 7, 0.000763
197, expect, 7, 0.000763
198, sitting, 7, 0.000763
199, anything, 7, 0.000763
200, life, 7, 0.000763
201, these, 7, 0.000763
202, All, 7, 0.000763
203, since, 7, 0.000763
204, myself, 7, 0.000763
205, got, 7, 0.000763
206, felt, 7, 0.000763
207, again, 7, 0.000763
208, days, 7, 0.000763
209, voice, 7, 0.000763
210, much, 7, 0.000763
211, wings, 7, 0.000763
212, fowls, 7, 0.000763
213, pond, 7, 0.000763
214, really, 7, 0.000763
215, asked, 7, 0.000763
216, fowl, 7, 0.000763
217, matter, 7, 0.000763
218, law, 7, 0.000763
219, copies, 7, 0.000763
220, associated, 7, 0.000763
221, agree, 7, 0.000763
222, Section, 7, 0.000763
223, provide, 7, 0.000763
224, using, 6, 0.000654
225, heart, 6, 0.000654
226, herself, 6, 0.000654
227, everything, 6, 0.000654
228, afraid, 6, 0.000654
229, duty, 6, 0.000654
230, Don, 6, 0.000654
231, ducklings, 6, 0.000654
232, past, 6, 0.000654
233, against, 6, 0.000654
234, still, 6, 0.000654
235, something, 6, 0.000654
236, ground, 6, 0.000654
237, came, 6, 0.000654
238, When, 6, 0.000654
239, gone, 6, 0.000654
240, poor, 6, 0.000654
241, always, 6, 0.000654
242, back, 6, 0.000654
243, having, 6, 0.000654
244, part, 6, 0.000654
245, sorry, 6, 0.000654
246, speckled, 6, 0.000654
247, because, 6, 0.000654
248, far, 6, 0.000654
249, turkey, 6, 0.000654
250, through, 6, 0.000654
251, following, 6, 0.000654
252, wheat, 6, 0.000654
253, permission, 6, 0.000654
254, license, 6, 0.000654
255, charge, 6, 0.000654
256, comply, 6, 0.000654
257, paid, 6, 0.000654
258, state, 6, 0.000654
259, tax, 6, 0.000654
260, world, 5, 0.000545
261, made, 5, 0.000545
262, respect, 5, 0.000545
263, done, 5, 0.000545
264, notice, 5, 0.000545
265, taken, 5, 0.000545
266, tone, 5, 0.000545
267, Look, 5, 0.000545
268, Now, 5, 0.000545
269, comb, 5, 0.000545
270, incubator, 5, 0.000545
271, being, 5, 0.000545
272, won, 5, 0.000545
273, tail, 5, 0.000545
274, children, 5, 0.000545
275, looking, 5, 0.000545
276, answered, 5, 0.000545
277, act, 5, 0.000545
278, same, 5, 0.000545
279, Guinea, 5, 0.000545
280, waddled, 5, 0.000545
281, hardly, 5, 0.000545
282, heard, 5, 0.000545
283, happened, 5, 0.000545
284, whole, 5, 0.000545
285, understand, 5, 0.000545
286, keep, 5, 0.000545
287, called, 5, 0.000545
288, bank, 5, 0.000545
289, added, 5, 0.000545
290, water, 5, 0.000545
291, turned, 5, 0.000545
292, For, 5, 0.000545
293, another, 5, 0.000545
294, interest, 5, 0.000545
295, attend, 5, 0.000545
296, meeting, 5, 0.000545
297, every, 5, 0.000545
298, place, 5, 0.000545
299, Good, 5, 0.000545
300, sympathy, 5, 0.000545
301, able, 5, 0.000545
302, ever, 5, 0.000545
303, saw, 5, 0.000545
304, want, 5, 0.000545
305, need, 5, 0.000545
306, silence, 5, 0.000545
307, leave, 5, 0.000545
308, glad, 5, 0.000545
309, new, 5, 0.000545
310, form, 5, 0.000545
311, cannot, 5, 0.000545
312, See, 5, 0.000545
313, volunteers, 5, 0.000545
314, protected, 5, 0.000545
315, distribute, 5, 0.000545
316, donate, 5, 0.000545
317, medium, 5, 0.000545
318, received, 5, 0.000545
319, almost, 4, 0.000436
320, online, 4, 0.000436
321, check, 4, 0.000436
322, country, 4, 0.000436
323, With, 4, 0.000436
324, several, 4, 0.000436
325, fear, 4, 0.000436
326, yet, 4, 0.000436
327, beautiful, 4, 0.000436
328, quite, 4, 0.000436
329, nearly, 4, 0.000436
330, try, 4, 0.000436
331, believe, 4, 0.000436
332, communal, 4, 0.000436
333, might, 4, 0.000436
334, once, 4, 0.000436
335, though, 4, 0.000436
336, suppose, 4, 0.000436
337, coop, 4, 0.000436
338, yes, 4, 0.000436
339, After, 4, 0.000436
340, live, 4, 0.000436
341, began, 4, 0.000436
342, Say, 4, 0.000436
343, pullet, 4, 0.000436
344, gave, 4, 0.000436
345, sight, 4, 0.000436
346, everybody, 4, 0.000436
347, frog, 4, 0.000436
348, already, 4, 0.000436
349, else, 4, 0.000436
350, share, 4, 0.000436
351, next, 4, 0.000436
352, makes, 4, 0.000436
353, people, 4, 0.000436
354, times, 4, 0.000436
355, themselves, 4, 0.000436
356, murmured, 4, 0.000436
357, Hah, 4, 0.000436
358, Come, 4, 0.000436
359, Here, 4, 0.000436
360, bill, 4, 0.000436
361, drew, 4, 0.000436
362, keeping, 4, 0.000436
363, whom, 4, 0.000436
364, meet, 4, 0.000436
365, care, 4, 0.000436
366, getting, 4, 0.000436
367, lost, 4, 0.000436
368, hold, 4, 0.000436
369, better, 4, 0.000436
370, feathered, 4, 0.000436
371, friend, 4, 0.000436
372, forget, 4, 0.000436
373, quacking, 4, 0.000436
374, public, 4, 0.000436
375, means, 4, 0.000436
376, becoming, 4, 0.000436
377, wish, 4, 0.000436
378, speak, 4, 0.000436
379, wanted, 4, 0.000436
380, yourself, 4, 0.000436
381, front, 4, 0.000436
382, didn, 4, 0.000436
383, wing, 4, 0.000436
384, questions, 4, 0.000436
385, words, 4, 0.000436
386, sighed, 4, 0.000436
387, Even, 4, 0.000436
388, kind, 4, 0.000436
